Date,gross_return,transaction_cost,portfolio_return,turnover,equity_curve,benchmark_return,benchmark_equity
2015-03-11,0.0,0.0,0.0,0.0,1.0,-0.0023415963970516707,0.9954729049224835
2015-03-12,0.0,0.0,0.0,0.0,1.0,0.012713672123723985,1.008129021043719
2015-03-13,0.0,0.0,0.0,0.0,1.0,-0.006131968961416767,1.0019472051775755
2015-03-16,0.0,0.0,0.0,0.0,1.0,0.013360459467320007,1.015333680200745
2015-03-17,0.0,0.0,0.0,0.0,1.0,-0.002972719827516568,1.012315377638067
2015-03-18,0.0,0.0,0.0,0.0,1.0,0.0120220214712623,1.0244854548437208
2015-03-19,0.0,0.0,0.0,0.0,1.0,-0.00456151203753985,1.0198122521091666
2015-03-20,0.0,0.0,0.0,0.0,1.0,0.008826665057783512,1.028813793280358
2015-03-23,0.0,0.0,0.0,0.0,1.0,-0.0019486395049171934,1.0268090060795683
2015-03-24,0.0,0.0,0.0,0.0,1.0,-0.0056189545706470945,1.0210394129216758
2015-03-25,0.0,0.0,0.0,0.0,1.0,-0.014654132226177952,1.0060769663565825
2015-03-26,0.0,0.0,0.0,0.0,1.0,-0.0023811037234600096,1.0036813927459034
2015-03-27,0.0,0.0,0.0,0.0,1.0,0.0022896497145130645,1.0059794715602661
2015-03-30,0.0,0.0,0.0,0.0,1.0,0.012200093081478292,1.0182525147513577
2015-03-31,0.0,0.0,0.0,0.0,1.0,-0.008739946106763319,1.0093530426493547
2015-04-01,0.0,0.0,0.0,0.0,1.0,-0.0035358485063392564,1.005784123201134
2015-04-02,0.0,0.0,0.0,0.0,1.0,0.0035972634437455575,1.0094021936598252
2015-04-06,0.0,0.0,0.0,0.0,1.0,0.006733254897019592,1.0161987559233476
2015-04-07,0.0,0.0,0.0,0.0,1.0,-0.00264653283457128,1.013509352549346
2015-04-08,0.0,0.0,0.0,0.0,1.0,0.0033771881656290414,1.01693216434053
2015-04-09,0.0,0.0,0.0,0.0,1.0,0.004423494423004826,1.0214305580980645
2015-04-10,0.0,0.0,0.0,0.0,1.0,0.005457116366177184,1.027004623513575
2015-04-13,0.0,0.0,0.0,0.0,1.0,-0.004523075009807531,1.022359404566004
2015-04-14,0.0,0.0,0.0,0.0,1.0,0.0019133043034651465,1.0243154892144481
2015-04-15,0.0,0.0,0.0,0.0,1.0,0.004486965183573943,1.0289115571515488
2015-04-16,-0.0,0.0,-0.0,0.0,1.0,-0.00028522470642211584,1.0286180861547258
2015-04-17,0.0,0.0,0.0,0.0,1.0,-0.011503188984325119,1.0167856979169931
2015-04-20,0.0,0.0,0.0,0.0,1.0,0.009136536601983991,1.0260755976623857
2015-04-21,0.0,0.0,0.0,0.0,1.0,-0.001190992547402403,1.0248535492724984
2015-04-22,0.0,0.0,0.0,0.0,1.0,0.004913790530764128,1.0298894649383337
2015-04-23,0.0,0.0,0.0,0.0,1.0,0.0025161636429507084,1.0324808353662696
2015-04-24,0.0,0.0,0.0,0.0,1.0,0.00232073243236397,1.0348769471266983
